,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_D_48_FON_UT,TOX_FIS_SUP_15_UT,TOX_FIS_FON_15_UT,SEMAFORO
2329,OCPBC4380,SISTEMA DE HUMEDALES REMANENTES DEL DELTA DEL RIO COLORADO 8,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,LAGUNA LARGA-RIO COLORADO,LENTICO (HUMEDAL),LAGUNA,-115.05239,32.23261,2019,3.4,15.58,10.0,3.0,3.0,,,86.4,,,,,1.0,1.0,1.0,1.0,Verde
2330,OCPBC4382,DESCARGA RIO HARDY (RIO COLORADO),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,RIO HARDY,LOTICO (HUMEDAL),RIO,-115.27875,32.155,2019,12.92,42.55,37.5,3.0,3.0,,113.6,,,,1.0,1.0,,,,,Rojo
2331,OCPBC4384,RIO COLORADO 14,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,RIO COLORADO,LOTICO,RIO,-115.19603,32.23919,2019,6.92,28.94,57.5,230.0,230.0,,98.2,,,,1.0,1.0,,,,,Verde
2332,OCPBC4385,RIO HARDY CRUCE CARRETERA CAMPO LA MARIANA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,RIO HARDY,LOTICO (HUMEDAL),RIO,-115.28789,32.22721,2019,22.2,87.27,55.0,90.0,90.0,,45.2,,,,1.0,1.0,,,,,Rojo
2333,OCPBC4393,RIO NUEVO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN XOCHIMILCO,LOTICO,CANAL,-115.45033,32.53528,2019,5.36,37.22,166.0,930.0,930.0,,104.7,,,,1.0,1.0,,,,,Amarillo
2334,OCPBC4396,DREN COLECTOR DEL NORTE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN COLECTOR DEL NORTE,LOTICO,DREN,-115.42747,32.57353,2019,6.62,27.99,47.5,2400.0,2400.0,,77.8,,,,1.0,1.0,,,,,Amarillo
2335,OCPBC4400,DREN MEXICALI (RIO NUEVO),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN MEXICALI,LOTICO,DREN,-115.44519,32.60576,2019,3.5,86.49,10.0,930.0,930.0,,78.7,,,,1.0,1.0,,,,,Rojo
2336,OCPBC4407,SALIDA LAGUNA MEXICO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,LAGUNA MEXICO,LOTICO,DREN,-115.46003,32.59525,2019,11.47,38.56,48.0,230.0,230.0,,114.3,,,,1.0,1.0,,,,,Verde
2337,OCPBC4410,DREN XOCHIMILCO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN XOCHIMILCO,LOTICO,DREN,-115.46024,32.57276,2019,24.6,63.73,58.57,3.0,3.0,,112.9,,,,1.0,1.0,,,,,Rojo
2338,OCPBC4423,PUENTE MADERO (RIO NUEVO),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,RIO NUEVO,LOTICO,RIO,-115.49845,32.66399,2019,8.25,36.46,32.14,11000.0,11000.0,,83.4,,,,1.0,1.0,,,,,Amarillo
2339,OCPBC4424,DREN INTERNACIONAL RIO NUEVO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN INTERNACIONAL,LOTICO,DREN,-115.50003,32.6645,2019,46.85,164.78,59.0,11000.0,4600.0,,83.6,,,,1.0,1.0,,,,,Rojo
2340,OCPBC4425,RIO NUEVO (LIMITE INTERNACIONAL),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,RIO NUEVO,LOTICO,CANAL,-115.5031,32.66608,2019,24.0,89.22,30.83,11000.0,4600.0,,104.3,,,,1.0,1.0,,,,,Rojo
2341,OCPBC4427,"ENERGIA DE BAJA CALIFORNIA, S. DE R. L. DE C.V. (AGUAS ARRIBA)",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN SUBRAMAL DERECHO 12+409 DEL RAMAL IZQUIERDO 7+100 DEL DREN INTERNACIONAL,LOTICO,DESCARGA,-115.6218,32.60491,2019,4.16,25.99,64.0,2100.0,2100.0,,94.2,,,,1.0,1.0,,,,,Amarillo
2342,OCPBC4428,"ENERGIA DE BAJA CALIFORNIA, S. DE R. L. DE C.V. (AGUAS ABAJO)",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN SUBRAMAL DERECHO 12+409 DEL RAMAL IZQUIERDO 7+100 DEL DREN INTERNACIONAL,LOTICO,DESCARGA,-115.62354,32.60502,2019,5.4,54.43,49.0,1500.0,1500.0,,95.2,,,,1.0,1.0,,,,,Rojo
2343,OCPBC4430,"SUKARNE PRODUCCION, S.A. DE C.V. (AGUAS ARRIBA)",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN SUBRAMAL DERECHO 12+409 DEL RAMAL IZQUIERDO 7+100 DEL DREN INTERNACIONAL,LOTICO,DESCARGA,-115.64142,32.60497,2019,5.06,55.37,54.0,930.0,430.0,,108.9,,,,1.0,1.0,,,,,Rojo
2344,OCPBC4431,"SUKARNE PRODUCCION, S.A. DE C.V. (AGUAS ABAJO)",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN SUBRAMAL DERECHO 12+409 DEL RAMAL IZQUIERDO 7+100 DEL DREN INTERNACIONAL,LOTICO,DESCARGA,-115.64236,32.60506,2019,3.82,61.93,44.67,1500.0,750.0,,120.5,,,,1.0,1.0,,,,,Rojo
2345,OCPBC4433,CANAL ALIMENTADOR DEL AC. RIO COLORADO-TIJUANA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,PROLONGACION DEL CANAL ALIMENTADOR CENTRAL,LOTICO,CANAL,-115.65023,32.60491,2019,3.06,10.47,21.33,40.0,40.0,,106.8,,,,1.0,1.0,,,,,Verde
2346,OCPBC4436M1,SISTEMA DE HUMEDALES REMANENTES DEL DELTA DEL RIO COLORADO 11,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,DREN LA MESA,LOTICO (HUMEDAL),DREN,-115.1996,32.61508,2019,2.0,10.0,10.0,930.0,930.0,,92.4,,,,1.0,1.0,,,,,Amarillo
2347,OCPBC4438,EL SAUZAL,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA-EL GALLO,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-116.7062,31.8927,2019,,,10.0,3.0,,10.0,,96.4,,92.6,,,,,1.0,1.0,Verde
2348,OCPBC4439,PLAYA NORTE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,PLAYAS DE ROSARITO,DESCANSO-LOS MEDANOS,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-117.06952,32.35939,2019,,,10.0,3.0,,3.0,,88.6,,86.2,,,,,1.0,1.0,Verde
2349,OCPBC4442,CORREDOR COSTERO LA ASAMBLEA - SAN FRANCISQUITO 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,TEPETATE,BAHIA DE LOS ANGELES,COSTERO (HUMEDAL),BAHIA,-113.54514,29.0106,2019,,,10.0,3.0,,3.0,,91.6,88.5,85.1,,,,,1.0,1.0,Verde
2350,OCPBC4443,CORREDOR COSTERO LA ASAMBLEA - SAN FRANCISQUITO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,TEPETATE,BAHIA DE LOS ANGELES,COSTERO (HUMEDAL),BAHIA,-113.50349,28.91159,2019,,,10.0,3.0,,3.0,,92.4,88.1,85.5,,,,,1.0,1.0,Verde
2351,OCPBC4444,CORREDOR COSTERO LA ASAMBLEA - SAN FRANCISQUITO 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN PEDRO,GOLFO DE CALIFORNIA,COSTERO (HUMEDAL),OCEANO-MAR,-113.38628,28.91827,2019,,,10.0,3.0,,3.0,,90.3,,86.7,,,,,1.0,1.0,Verde
2352,OCPNO4445,CULIACAN NORTE  (A) AGUAS ARRIBA,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,DREN CEDRITOS,LOTICO,DREN,-107.50997,24.82585,2019,4.815,19.365,107.0,93955.0,28030.0,,74.9,,,,1.0,1.0,,,,,Amarillo
2353,OCPNO4446,CULIACAN NORTE  (A) AGUAS ABAJO,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,DREN CEDRITOS,LOTICO,DREN,-107.52932,24.8217,2019,51.8,191.97,92.085,1221898.0,661948.0,,10.0,,,,1.0,1.816,,,,,Rojo
2354,OCPNO4448,PUENTE NEGRO,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO CULIACAN,LOTICO,RIO,-107.41251,24.80935,2019,2.0,10.0,84.25,30464.0,14194.5,,102.2,,,,1.0,1.0,,,,,Amarillo
2355,OCPNO4449M1,RIO CULIACAN 5,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO CULIACAN,LOTICO,CANAL,-107.40774,24.8054,2019,2.0,10.0,78.895,51325.5,14692.5,,84.7,,,,1.0,1.0,,,,,Amarillo
2356,OCPNO4450,RIO TAMAZULA 1,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO TAMAZULA,LOTICO,RIO,-107.40237,24.81233,2019,3.845,16.305,87.25,42753.0,39473.0,,89.7,,,,1.0,1.0,,,,,Amarillo
2357,OCPNO4451,RIO TAMAZULA PUENTE MORELOS,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO TAMAZULA,LOTICO,RIO,-107.391,24.81271,2019,2.755,10.0,43.0,17329.0,15733.0,,94.9,,,,1.0,1.0,,,,,Amarillo
2358,OCPNO4452,RIO TAMAZULA PUENTE JUAREZ,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO TAMAZULA,LOTICO,RIO,-107.38099,24.81912,2019,2.0,10.0,70.665,8126.0,3749.0,,91.45,,,,1.0,1.0,,,,,Amarillo
2359,OCPNO4453,RIO TAMAZULA 2,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO TAMAZULA,LOTICO,RIO,-107.32621,24.81074,2019,2.0,10.0,43.0,1826.5,166.0,,88.8,,,,1.0,1.0,,,,,Amarillo
2360,OCPNO4455,RIO CULIACAN PUENTE USE,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO CULIACAN,LOTICO,RIO,-107.44814,24.79331,2019,4.135,10.895,24.585,13404.5,12539.0,,135.2,,,,1.0,1.0,,,,,Amarillo
2361,OCPNO4456,RIO CULIACAN 4,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO CULIACAN,LOTICO,RIO,-107.48228,24.7901,2019,9.24,65.985,25.415,690.5,287.0,,110.5,,,,1.0,1.0,,,,,Rojo
2362,OCPNO4457,PUENTE EL FERROCARRIL (CULIACANCITO),PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,DREN MARGEN DERECHA,LOTICO,DREN,-107.53582,24.81976,2019,93.125,219.625,87.0,13307800.0,12964450.0,,10.0,,,,1.0,3.062,,,,,Rojo
2363,OCPNO4458,PUENTE EL PINOLE,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,DREN MARGEN DERECHA,LOTICO,DREN,-107.564,24.82238,2019,136.5,297.895,149.725,12964450.0,12657950.0,,10.0,,,,1.0,1.0,,,,,Rojo
2364,OCPNO4459,SAN PEDRO,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,RIO CULIACAN,LOTICO,RIO,-107.55836,24.78496,2019,3.175,23.805,13.495,1193.0,390.0,,130.7,,,,1.0,1.0,,,,,Amarillo
2365,OCPNO4463M1,DREN CHIRICAHUETO,PACIFICO NORTE,SINALOA,CULIACAN,GRUPO DE CORRIENTES PABELLONES,DREN CHIRICAHUETO,LOTICO,DREN,-107.48409,24.59936,2019,8.995,78.83,115.5,24196.0,14082.0,,10.0,,,,1.0,1.0,,,,,Rojo
2366,OCPNO4464M1,RIO CULIACAN LA PIPIMA,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,RIO CULIACAN,LOTICO,RIO,-107.69964,24.69182,2019,2.0,10.0,61.555,3025.0,2378.0,,77.75,,,,1.0,1.0,,,,,Amarillo
2367,OCPNO4466,PUENTE LIMONCITO,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,RIO CULIACAN,LOTICO,RIO,-107.73146,24.75625,2019,2.0,16.72,20.61,1539.0,226.0,,93.2,,,,1.0,1.0,,,,,Amarillo
2368,OCPNO4467M1,RH10-2 SINALOA,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,RIO CULIACAN,LOTICO,RIO,-107.6608,24.62845,2019,9.545,12.2,22.25,1421.5,125.0,,91.1,,,,1.0,1.0,,,,,Amarillo
2369,OCPNO4468,RIO CULIACAN 2,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,RIO CULIACAN,LOTICO - COSTERO,ESTERO,-107.70863,24.5316,2019,,,16.5,667.0,,120.5,,91.3,,,,,,,1.0,1.0,Verde
2370,OCPNO4469,RIO CULIACAN 1,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,RIO CULIACAN,LOTICO - COSTERO (HUMEDAL),ESTUARIO,-107.73111,24.49616,2019,,,50.9586,88.0,,10.0,,100.2,,,,,,,1.0,1.0,Verde
2371,OCPNO4475,LAGUNA CAIMANERO,PACIFICO NORTE,SINALOA,NAVOLATO,GRUPO DE CORRIENTES PABELLONES,LAGUNA CAIMANERO,LENTICO (HUMEDAL),LAGO,-107.61197,24.61106,2019,13.15,47.48,43.795,1430.0,20.495,,,80.2,,,,,1.0,,1.0,1.0,Rojo
2372,OCPNO4476,"KYARA, S.A. DE C.V. (AGUAS ARRIBA)",PACIFICO NORTE,SINALOA,CULIACAN,GRUPO DE CORRIENTES PABELLONES,DREN CHIRICAHUETO,LOTICO,DREN,-107.41465,24.71012,2019,2.0,10.0,38.25,22029.5,22029.5,,77.75,,,,1.0,1.0,,,,,Amarillo
2373,OCPNO4477,"KYARA, S.A. DE C.V. (AGUAS ABAJO)",PACIFICO NORTE,SINALOA,CULIACAN,GRUPO DE CORRIENTES PABELLONES,DREN CHIRICAHUETO,LOTICO,DREN,-107.4192,24.70513,2019,77.1,208.035,93.62,133078.0,133078.0,,30.5,,,,1.0,1.0,,,,,Rojo
2374,OCPNO4478,RIO TAMAZULA 3,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO TAMAZULA,LOTICO,RIO,-107.29765,24.85035,2019,2.0,10.0,49.75,1489.5,184.5,,86.4,,,,1.0,1.0,,,,,Amarillo
2375,OCPNO4479,PRESA SANALONA 3,PACIFICO NORTE,SINALOA,CULIACAN,RIO TAMAZULA,PRESA SINALOA,LENTICO (HUMEDAL),PRESA,-107.13645,24.83191,2019,8.245,13.87,10.0,574.5,3.0,,,72.75,39.6,32.6,,,1.0,1.0,1.0,1.0,Verde
2376,OCPNO4480,PRESA SANALONA 4,PACIFICO NORTE,SINALOA,CULIACAN,RIO TAMAZULA,PRESA SINALOA,LENTICO (HUMEDAL),PRESA,-107.12249,24.82428,2019,4.185,10.945,10.0,833.5,3.0,,,71.0,46.65,34.8,,,1.0,1.0,1.0,1.0,Verde
2377,OCPNO4481,PRESA SANALONA 6,PACIFICO NORTE,SINALOA,CULIACAN,RIO TAMAZULA,PRESA SINALOA,LENTICO (HUMEDAL),PRESA,-107.1078,24.83925,2019,2.0,11.78,26.25,541.0,5.495,,,82.45,61.85,37.7,,,1.0,1.0,1.0,1.0,Verde
2378,OCPNO4482,PRESA SANALONA 7,PACIFICO NORTE,SINALOA,CULIACAN,RIO TAMAZULA,PRESA SINALOA,LENTICO (HUMEDAL),PRESA,-107.11535,24.8235,2019,4.705,12.2,62.64,844.5,3.0,,,71.45,45.45,31.25,,,1.0,1.0,1.0,1.0,Verde
2379,OCPNO4483,PRESA SANALONA 1,PACIFICO NORTE,SINALOA,CULIACAN,RIO TAMAZULA,PRESA SANALONA,LENTICO (HUMEDAL),PRESA,-107.13805,24.82063,2019,2.0,12.615,30.495,92.5,3.0,,,76.35,44.2,19.7,,,1.0,1.0,1.0,1.0,Amarillo
2380,OCPNO4484,RIO HUMAYA,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO HUMAYA,LOTICO,RIO,-107.35484,24.93979,2019,2.915,10.945,24.75,1398.0,58.0,,100.9,,,,1.0,1.0,,,,,Amarillo
2381,OCPNO4485,RIO CULIACAN 7,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,RIO CULIACAN,LOTICO,RIO,-107.38848,25.01393,2019,2.0,10.0,18.75,841.5,86.0,,83.95,,,,1.0,1.0,,,,,Verde
2382,OCPNO4486,PRESA ADOLFO LOPEZ MATEOS 3,PACIFICO NORTE,SINALOA,BADIRAGUATO,RIO HUMAYA,PRESA ADOLFO LOPEZ MATEOS,LENTICO (HUMEDAL),PRESA,-107.3889,25.10275,2019,2.0,36.86,10.0,336.0,3.0,,,70.5,51.1,38.8,,,1.0,1.0,1.0,1.0,Verde
2383,OCPNO4487,PRESA ADOLFO LOPEZ MATEOS 2,PACIFICO NORTE,SINALOA,BADIRAGUATO,RIO HUMAYA,PRESA ADOLFO LOPEZ MATEOS,LENTICO (HUMEDAL),PRESA,-107.39996,25.16813,2019,2.0,24.24,10.0,10.0,3.0,,,92.6,51.3,49.6,,,1.0,1.0,1.0,1.0,Verde
2384,OCPNO4488,PRESA ADOLFO LOPEZ MATEOS 1,PACIFICO NORTE,SINALOA,BADIRAGUATO,RIO HUMAYA,PRESA ADOLFO LOPEZ MATEOS,LENTICO (HUMEDAL),PRESA,-107.42565,25.20128,2019,7.1,25.08,10.0,3.0,3.0,,,79.5,48.4,39.0,,,1.0,1.0,1.0,1.0,Verde
2385,OCPNO4489,PRESA ADOLFO LOPEZ MATEOS 4,PACIFICO NORTE,SINALOA,BADIRAGUATO,RIO HUMAYA,PRESA ADOLFO LOPEZ MATEOS,LENTICO (HUMEDAL),PRESA,-107.39422,25.1706,2019,2.0,34.88,10.0,10.0,3.0,,,96.2,57.8,54.2,,,1.0,1.0,1.0,1.0,Verde
2386,OCPNO4490,RIO BADIRAGUATO 2,PACIFICO NORTE,SINALOA,BADIRAGUATO,RIO HUMAYA,RIO BADIRAGUATO,LOTICO,RIO,-107.5448,25.3452,2019,2.0,10.0,10.0,2809.5,2058.0,,106.55,,,,1.0,1.0,,,,,Amarillo
2387,OCPNO4491,RIO BADIRAGUATO 1,PACIFICO NORTE,SINALOA,BADIRAGUATO,RIO HUMAYA,RIO BADIRAGUATO,LOTICO,RIO,-107.55442,25.40749,2019,2.0,10.0,10.0,905.0,3.0,,107.1,,,,1.0,1.0,,,,,Verde
2388,OCPNO4493,PRESA EUSTAQUIO BUELNA 5,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RIO MOCORITO 1,PRESA EUSTAQUIO BUELNA,LENTICO (HUMEDAL),PRESA,-108.04578,25.4992,2019,2.0,26.88,31.18,63.0,3.0,,,95.0,,27.2,,,1.0,1.0,1.0,1.0,Amarillo
2389,OCPNO4494,PRESA EUSTAQUIO BUELNA 3,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RIO MOCORITO 1,PRESA EUSTAQUIO BUELNA,LENTICO (HUMEDAL),PRESA,-108.06044,25.5005,2019,2.0,28.56,18.0,98.0,3.0,,,98.2,,80.8,,,1.0,1.0,1.0,1.0,Verde
2390,OCPNO4495,PRESA EUSTAQUIO BUELNA 2,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RIO MOCORITO 2,PRESA EUSTAQUIO BUELNA,LENTICO (HUMEDAL),PRESA,-108.06475,25.48339,2019,2.0,25.2,23.0,313.0,3.0,,,103.1,80.4,29.5,,,1.0,1.0,1.0,1.0,Amarillo
2391,OCPNO4496,PRESA EUSTAQUIO BUELNA 4,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RIO MOCORITO 1,PRESA EUSTAQUIO BUELNA,LENTICO (HUMEDAL),PRESA,-108.05939,25.51762,2019,2.0,31.86,25.0,31.0,3.0,,,103.1,,22.3,,,1.0,1.0,1.0,1.0,Amarillo
2392,OCPNO4501,SALIDA DE LA PRESA EUSTAQUIO BUELNA,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RIO MOCORITO 2,RIO MOCORITO,LOTICO (HUMEDAL),RIO,-108.08997,25.46953,2019,6.9,24.84,19.0,426.0,3.0,,98.4,,,,1.0,1.0,,,,,Verde
2393,OCPNO4503W1,RH10-1 SINALOA,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA 2,RIO SINALOA,LOTICO (HUMEDAL),RIO,-108.45669,25.32552,2019,2.0,23.52,16.0,471.0,52.0,,80.1,,,,1.0,1.0,,,,,Verde
2394,OCPNO4504,LA BRECHA,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA 2,RIO SINALOA,LOTICO,RIO,-108.42355,25.37127,2019,2.0,10.0,25.0,441.0,109.0,,78.8,,,,1.0,1.0,,,,,Verde
2395,OCPNO4505,RIO SINALOA 5,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA 2,RIO SINALOA,LOTICO,RIO,-108.44489,25.44581,2019,2.0,13.44,27.78,1291.0,185.0,,77.2,,,,1.0,1.0,,,,,Amarillo
2396,OCPNO4506,RIO SINALOA 6,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA 2,RIO SINALOA,LOTICO,RIO,-108.44778,25.5491,2019,2.0,10.0,27.5,1500.0,213.0,,78.7,,,,1.0,1.0,,,,,Amarillo
2397,OCPNO4507M1,PRESA LUIS DONALDO COLOSIO 1,PACIFICO NORTE,SINALOA,CHOIX,RIO FUERTE 1,RIO SINALOA,LENTICO (HUMEDAL),LAGO,-108.36081,26.89223,2019,2.0,19.04,10.0,20.0,3.0,,,72.3,66.4,36.2,,,1.0,1.0,1.0,1.0,Verde
2398,OCPNO4508,VADO DE GUASAVE,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA 2,RIO SINALOA,LOTICO,RIO,-108.45573,25.56385,2019,2.0,10.0,25.5,2755.0,298.0,,78.6,,,,1.0,1.0,,,,,Amarillo
2399,OCPNO4511,PUENTE LIC. ROBERTO CAMACHO,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA 2,ARROYO OCORONI,LOTICO,ARROYO,-108.45981,25.5896,2019,2.0,28.15,66.0,12997.0,3873.0,,82.4,,,,1.0,1.0,,,,,Amarillo
2400,OCPNO4524,DREN MOCHICAHUI,PACIFICO NORTE,SINALOA,AHOME,GRUPO DE CORRIENTES TPOPOLOBAMPO,DREN MOCHICAHUI,LOTICO,DREN,-109.03733,25.6853,2019,8.8,68.29,109.41,86640.0,51720.0,,38.3,,,,1.0,1.0,,,,,Rojo
2401,OCPNO4525W1,LOS MOCHIS  (A) AGUAS ABAJO,PACIFICO NORTE,SINALOA,AHOME,GRUPO DE CORRIENTES TPOPOLOBAMPO,DREN JUAREZ,LOTICO (HUMEDAL),DREN,-109.06683,25.70244,2019,30.7,212.86,152.0,72700.0,200.0,,88.6,,,,1.0,1.0,,,,,Rojo
2402,OCPNO4527,RIO FUERTE 1,PACIFICO NORTE,SINALOA,AHOME,RIO FUERTE 2,RIO FUERTE,LOTICO,RIO,-109.13818,25.93136,2019,2.0,14.21,10.0,932.0,109.0,,73.1,,,,1.0,1.0,,,,,Verde
2403,OCPNO4528,PUENTE SAN MIGUEL ZAPOTITLAN,PACIFICO NORTE,SINALOA,AHOME,RIO FUERTE 2,RIO FUERTE,LOTICO (HUMEDAL),RIO,-109.05444,25.95606,2019,2.0,26.75,11.0,852.0,110.0,,73.1,,,,1.0,1.0,,,,,Verde
2404,OCPNO4529,RIO FUERTE 2,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE 2,RIO FUERTE,LOTICO,RIO,-108.94002,25.95684,2019,3.405,13.68,15.5,3682.5,1096.0,,49.2,,,,1.0,1.0,,,,,Amarillo
2405,OCPNO4530,PRESA DERIVADORA SUFRAGIO 1,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE 2,PRESA DERIVADORA SUFRAGIO,LENTICO,PRESA,-108.78381,26.07131,2019,2.0,28.29,18.0,990.0,52.0,,,88.2,,,,,1.0,,1.0,,Verde
2406,OCPNO4532,PRESA JOSEFA ORTIZ DE DOMINGUEZ 1,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE 2,PRESA JOSEFA ORTIZ DE DOMINGUEZ,LENTICO (HUMEDAL),PRESA,-108.70803,26.43419,2019,2.0,18.805,10.0,4912.0,5.495,,,67.8,61.6,40.35,,,1.0,1.0,1.0,1.0,Amarillo
2407,OCPNO4533,PRESA JOSEFA ORTIZ DE DOMINGUEZ 2,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE 2,PRESA JOSEFA ORTIZ DE DOMINGUEZ,LENTICO (HUMEDAL),PRESA,-108.70685,26.46003,2019,2.0,13.805,10.0,2468.0,3.0,,,82.95,68.0,43.8,,,1.0,1.0,1.0,1.0,Amarillo
2408,OCPNO4534,PRESA JOSEFA ORTIZ DE DOMINGUEZ 4,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE 2,PRESA JOSEFA ORTIZ DE DOMINGUEZ,LENTICO (HUMEDAL),PRESA,-108.68713,26.46285,2019,2.0,12.56,32.715,1167.0,10.495,,,88.3,78.7,67.4,,,1.0,1.0,1.0,1.0,Amarillo
2409,OCPNO4535,PRESA JOSEFA ORTIZ DE DOMINGUEZ 5,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE 2,PRESA JOSEFA ORTIZ DE DOMINGUEZ,LENTICO (HUMEDAL),PRESA,-108.67665,26.45624,2019,2.0,36.25,10.0,1426.0,3.0,,,89.0,77.7,63.9,,,1.0,1.0,1.0,1.0,Amarillo
2410,OCPNO4536,PUENTE BAROTEN (EL FUERTE),PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE 2,RIO FUERTE,LOTICO (HUMEDAL),RIO,-108.65543,26.39287,2019,4.17,10.0,10.0,856.0,20.0,,67.9,,,,1.0,1.0,,,,,Verde
2411,OCPNO4537,RIO FUERTE 3,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE 2,RIO FUERTE,LOTICO (HUMEDAL),RIO,-108.62204,26.42439,2019,4.42,10.0,15.0,31.0,3.0,,81.1,,,,1.0,1.0,,,,,Verde
