,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_D_48_FON_UT,TOX_FIS_SUP_15_UT,TOX_FIS_FON_15_UT,SEMAFORO
552,DLGUE1300,RIO PAPANOA DESEMBOCADURA,PACIFICO SUR,GUERRERO,TECPAN DE GALEANA,RIO PORVENIR,TRANSICION RIO - MAR,LOTICO - COSTERO,ESTERO,-101.06513,17.3131,2019,4.244,37.142,44.0,150.0,90.0,,54.3,,,,1.0,1.0,,,,,Verde
553,DLGUE1303,PUENTE COYUQUILLA,PACIFICO SUR,GUERRERO,TECPAN DE GALEANA,RIO COYUQUILLA 2,RIO COYUQUILLA,LOTICO,RIO,-101.053,17.37617,2019,2.0,12.5,10.0,930.0,210.0,,65.5,,,,1.0,1.0,,,,,Verde
554,DLGUE1304,PUENTE PETATLAN,PACIFICO SUR,GUERRERO,PETATLAN,RIO PETATLAN 2,RIO PETATLAN,LOTICO,RIO,-101.27355,17.54192,2019,2.0,10.0,23.0,70.0,40.0,,63.2,,,,1.0,1.0,,,,,Verde
555,DLGUE1305,PUENTE PALOS BLANCOS,PACIFICO SUR,GUERRERO,PETATLAN,RIO SAN JERONIMITO,RIO SAN JERONIMO,LOTICO,RIO,-101.33629,17.56114,2019,2.0,13.57,10.0,230.0,90.0,,67.2,,,,1.0,1.0,,,,,Verde
556,DLGUE1306,DESEMBOCADURA RIO PETATLAN 2,PACIFICO SUR,GUERRERO,PETATLAN,RIO PETATLAN 2,TRANSICION RIO - MAR,LOTICO - COSTERO (HUMEDAL),ESTERO,-101.34158,17.48599,2019,2.0,11.785,10.0,150.0,70.0,,63.2,,,,1.0,1.0,,,,,Verde
557,DLGUE1307,DESEMBOCADURA RIO PETATLAN,PACIFICO SUR,GUERRERO,PETATLAN,RIO TULE,TRANSICION RIO - MAR,LOTICO - COSTERO (HUMEDAL),ESTERO,-101.33229,17.48653,2019,2.0,10.0,10.0,1500.0,200.0,,60.7,,,,1.0,1.0,,,,,Amarillo
558,DLGUE1325,DESEMBOCADURA RIO IXTAPA A PLAYA SAN JOSE DE IXTAPA1,PACIFICO SUR,GUERRERO,ZIHUATANEJO DE AZUETA,RIO IXTAPA 2,TRANSICION RIO - MAR,LOTICO - COSTERO,ESTERO,-101.64631,17.69957,2019,2.0,26.071,16.0,70.0,40.0,,65.8,,,,1.0,1.0,,,,,Verde
559,DLGUE1326,DESEMBOCADURA RIO IXTAPA A PLAYA SAN JOSE DE IXTAPA2,PACIFICO SUR,GUERRERO,ZIHUATANEJO DE AZUETA,RIO IXTAPA 2,OCEANO PACIFICO,LOTICO - COSTERO,ESTUARIO,-101.64867,17.69955,2019,,,30.0,3.0,,30.0,,70.4,,,,,,,1.0,,Verde
560,DLGUE1332,PUENTE LA UNION (ANTES RIO LA UNION),BALSAS,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,RIO LA UNION 2,RIO LA UNION,LOTICO,RIO,-101.84677,17.94764,2019,2.0,10.0,24.0,3.0,3.0,,67.3,,,,1.0,1.0,,,,,Verde
561,DLGUE1336,PRESA LA VILLITA 3,BALSAS,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,RIO BAJO BALSAS,PRESA LA VILLITA,LENTICO (HUMEDAL),PRESA,-102.18002,18.04837,2019,5.12,16.56,10.0,548.0,3.0,,,79.0,,,,,1.0,,1.0,,Verde
562,DLGUE1341,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,BALSAS,MICHOACAN DE OCAMPO,SAN LUCAS,RIO MEDIO BALSAS,RIO CUTZAMALA,LOTICO,RIO,-100.67169,18.36854,2019,2.0,24.01,10.0,11199.0,2755.0,,69.2,,,,1.0,1.0,,,,,Amarillo
563,DLGUE1349,RH16-5 BALSAS,BALSAS,GUERRERO,EDUARDO NERI,RIO MEDIO BALSAS,RIO BALSAS,LOTICO (HUMEDAL),RIO,-99.76834,18.0053,2019,2.0,36.43,12.0,90.0,40.0,,61.2,,,,1.0,1.0,,,,,Verde
564,DLGUE1350,RIO COCULA 5,BALSAS,GUERRERO,COCULA,RIO MEDIO BALSAS,RIO COCULA,LOTICO (HUMEDAL),RIO,-99.74701,18.03032,2019,5.03,31.79,14.0,3.0,3.0,,62.7,,,,1.0,1.0,,,,,Verde
565,DLGUE1351,RIO COCULA 4,BALSAS,GUERRERO,IGUALA DE LA INDEPENDENCIA,RIO MEDIO BALSAS,RIO COCULA,LOTICO,RIO,-99.71528,18.10778,2019,2.03,21.79,10.0,4600.0,1500.0,,64.6,,,,1.0,1.0,,,,,Amarillo
566,DLGUE1352,PUENTE MEZCALA,BALSAS,GUERRERO,TEPECOACUILCO DE TRUJANO,RIO MEDIO BALSAS,RIO BALSAS - MEZCALA,LOTICO,RIO,-99.58798,17.93858,2019,2.0,20.0,29.0,150.0,70.0,,63.9,,,,1.0,1.0,,,,,Verde
567,DLGUE1354,PUENTE NEXPA,PACIFICO SUR,GUERRERO,FLORENCIO VILLARREAL,RIO NEXPA 2,RIO NEXPA,LOTICO,RIO,-99.19708,16.77731,2019,2.0,10.0,10.0,750.0,430.0,,85.3,,,,1.0,1.0,,,,,Verde
568,DLGUE1363,RIO COPALA 3,PACIFICO SUR,GUERRERO,COPALA,RIO COPALA,COPALA,LOTICO,RIO,-98.9929,16.61559,2019,2.0,64.28,10.0,2100.0,1500.0,,82.4,,,,1.0,1.0,,,,,Rojo
569,DLGUE1364,RIO EL CORTES,PACIFICO SUR,GUERRERO,SAN MARCOS,RIO CORTES,RIO EL CORTES,LOTICO,RIO,-99.50993,16.77485,2019,2.0,10.71,10.0,11000.0,1500.0,,53.1,,,,1.0,1.0,,,,,Amarillo
570,DLGUE1370,PUENTE COPALA,PACIFICO SUR,GUERRERO,COPALA,RIO COPALA,RIO COPALA,LOTICO,RIO,-98.99679,16.61197,2019,2.0,46.43,10.0,1500.0,930.0,,83.8,,,,1.0,1.0,,,,,Rojo
571,DLGUE1371,PUENTE MARQUELIA,PACIFICO SUR,GUERRERO,MARQUELIA,RIO MARQUELIA 2,RIO MARQUELIA,LOTICO,RIO,-98.81954,16.58369,2019,2.0,15.71,14.0,24000.0,1500.0,,99.1,,,,1.0,1.0,,,,,Amarillo
572,DLGUE1388,FRENTE AL HOTEL PRESIDENTE 2,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,OCEANO-MAR,COSTERO,BAHIA,-99.8634,16.85545,2019,,,13.5,41.0,,3.0,,86.9,84.7,81.2,,,,,1.0,1.0,Verde
573,DLGUE1389,ARROYO SALADO (GUERRERO),BALSAS,GUERRERO,PILCAYA,RIO AMACUZAC,ARROYO SALADO (GUERRERO),LOTICO,ARROYO,-99.61785,18.7117,2019,2.0,16.56,10.0,1017.0,63.0,,117.3,,,,1.0,1.0,,,,,Amarillo
574,DLGUE1395,PRESA VALERIO TRUJANO 1,BALSAS,GUERRERO,TEPECOACUILCO DE TRUJANO,RIO MEDIO BALSAS,VALERIO TRUJANO,LENTICO (HUMEDAL),PRESA,-99.46387,18.29656,2019,9.06,36.86,14.0,86.0,20.0,,,105.0,,,,,1.0,1.0,1.0,1.0,Verde
575,DLGUE1396,PRESA VALERIO TRUJANO 4,BALSAS,GUERRERO,TEPECOACUILCO DE TRUJANO,RIO MEDIO BALSAS,VALERIO TRUJANO,LENTICO (HUMEDAL),PRESA,-99.42946,18.30916,2019,17.8,61.79,88.0,5200.0,,,,95.6,,,,,1.0,1.0,1.0,1.0,Rojo
576,DLHID1416,"PLASTICOS PLYMOUTH DE MEXICO, S.A. DE C.V. (AGUAS ARRIBA)",AGUAS DEL VALLE DE MEXICO,HIDALGO,TIZAYUCA,RIO DE LAS AVENIDAS DE PACHUCA,ARROYO PAPALOTE,LOTICO,DESCARGA,-98.91425,19.84925,2019,168.02,364.45,108.0,24000.0,24000.0,,18.3,,,,7.657,45.269,,,,,Rojo
577,DLHID1417,"PLASTICOS PLYMOUTH DE MEXICO, S.A. DE C.V. (AGUAS ABAJO)",AGUAS DEL VALLE DE MEXICO,HIDALGO,TIZAYUCA,RIO DE LAS AVENIDAS DE PACHUCA,ARROYO PAPALOTE,LOTICO,DESCARGA,-98.91546,19.8456,2019,105.31,140.94,68.0,1200.0,1200.0,,13.5,,,,3.74,16.678,,,,,Rojo
578,DLHID1422,AHUACATITLAN,GOLFO NORTE,HIDALGO,ATOTONILCO EL GRANDE,RIO AMAJAQUE,RIO AMAJAC,LOTICO,RIO,-98.75175,20.31942,2019,12.54,40.72,28.0,280.0,280.0,,64.3,,,,1.0,1.0,,,,,Rojo
579,DLHID1425,CANAL PRINCIPAL EL TUMBA 3,AGUAS DEL VALLE DE MEXICO,HIDALGO,FRANCISCO I. MADERO,RIO ACTOPAN,CANAL PRINCIPAL EL TUMBA,LOTICO,CANAL,-99.05058,20.20305,2019,135.61,140.94,32.0,2400.0,2400.0,,48.8,,,,1.0,1.0,,,,,Rojo
580,DLHID1426,CANAL PRINCIPAL ALTO REQUENA,AGUAS DEL VALLE DE MEXICO,HIDALGO,FRANCISCO I. MADERO,RIO ACTOPAN,CANAL PRINCIPAL ALTO REQUENA,LOTICO,CANAL,-99.05669,20.20879,2019,135.01,140.94,28.0,11000.0,11000.0,,15.6,,,,1.0,1.0,,,,,Rojo
581,DLHID1428,CANAL PRINCIPAL EL TUMBA 2,AGUAS DEL VALLE DE MEXICO,HIDALGO,FRANCISCO I. MADERO,RIO ACTOPAN,CANAL PRINCIPAL EL TUMBA,LOTICO,CANAL,-99.08676,20.20945,2019,137.11,140.37,36.0,4600.0,4600.0,,21.3,,,,1.0,1.0,,,,,Rojo
582,DLHID1429,CANAL PRINCIPAL EL TUMBA 1,AGUAS DEL VALLE DE MEXICO,HIDALGO,FRANCISCO I. MADERO,RIO ACTOPAN,CANAL PRINCIPAL EL TUMBA,LOTICO,CANAL,-99.13118,20.21629,2019,132.91,162.53,60.0,24000.0,24000.0,,15.6,,,,3.794,3.02,,,,,Rojo
583,DLHID1431,OBRA DE TOMA CANAL PRINCIPAL EL TUMBA,AGUAS DEL VALLE DE MEXICO,HIDALGO,TLAHUELILPAN,RIO TULA,CANAL PRINCIPAL EL TUMBA,LOTICO,CANAL,-99.19325,20.14758,2019,98.71,166.53,76.0,24000.0,24000.0,,10.0,,,,1.0,4.978,,,,,Rojo
584,DLHID1435,PRESA DERIVADORA TLAMACO-JUANDHO (RS1),AGUAS DEL VALLE DE MEXICO,HIDALGO,ATITALAQUIA,RIO SALADO,PRESA DERIVADORA TLAMACO-JUANDO,LOTICO,CANAL,-99.22298,20.0347,2019,168.32,335.6,180.0,24000.0,24000.0,,10.0,,,,2.697,5.365,,,,,Rojo
585,DLHID1443,OBRA DE TOMA PRESA REQUENA (OTPR),AGUAS DEL VALLE DE MEXICO,HIDALGO,TULA DE ALLENDE,PRESA ENDHO,PRESA REQUENA,LENTICO (HUMEDAL),PRESA,-99.31116,19.96261,2019,17.58,33.98,20.0,4600.0,4600.0,,,71.2,59.8,44.8,,,1.0,1.0,1.0,1.0,Amarillo
586,DLHID1446,"MANUFACTURAS KALTEX, S.A. DE C.V. (AGUAS ABAJO CONFLUENCIA)",AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,PRESA ENDHO,ARROYO LA COLMENA,LOTICO,DESCARGA,-99.36915,19.96791,2019,5.58,36.04,12.0,24000.0,24000.0,,78.6,,,,1.0,1.0,,,,,Amarillo
587,DLHID1447,"SALMITEX, S.A. DE C.V. (AGUAS ABAJO)",AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,PRESA ENDHO,RIO JILOTEPEC,LOTICO,DESCARGA,-99.3649,19.97141,2019,7.725,17.345,26.665,13298.0,13298.0,,73.35,,,,1.0,1.0,,,,,Amarillo
588,DLHID1450,RIO TEPEJI,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,PRESA REQUENA,RIO TEPEJI,LOTICO,RIO,-99.34277,19.89509,2019,14.09,28.395,22.875,12203.0,12203.0,,28.395,,,,1.0,1.0,,,,,Amarillo
589,DLHID1451,"PILGRIMï¿½S PRIDE, S.A. DE C.V. AGUAS ARRIBA RIO TEPEJI",AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,PRESA REQUENA,RIO TEPEJI,LOTICO,DESCARGA,-99.34299,19.88919,2019,34.85,42.375,24.79,12563.0,9129.5,,32.995,,,,1.0,1.0,,,,,Rojo
590,DLHID1452,"TEJIDOS FLANEL, S.A DE C.V. AGUAS ARRIBA RIO TEPEJI",AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,PRESA REQUENA,RIO TEPEJI,LOTICO,DESCARGA,-99.34304,19.88671,2019,7.67,18.665,24.91,8365.5,7668.0,,34.045,,,,1.0,1.0,,,,,Amarillo
591,DLHID1454,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA ARROYO LA COLMENA",AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,PRESA ENDHO,ARROYO LA COLMENA,LOTICO,DESCARGA,-99.36947,19.96577,2019,3.075,15.705,10.0,5282.0,3786.0,,70.75,,,,1.0,1.0,,,,,Amarillo
592,DLHID1455,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA D 2 RIO JILOTEPEC",AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,PRESA ENDHO,RIO JILOTEPEC,LOTICO,DESCARGA,-99.37576,19.95589,2019,2.985,16.64,10.495,1594.5,632.5,,67.45,,,,1.0,1.0,,,,,Amarillo
593,DLHID1457,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA D 3 RIO JILOTEPEC",AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,PRESA ENDHO,RIO JILOTEPEC,LOTICO,DESCARGA,-99.36358,19.97276,2019,8.115,18.745,20.75,13148.0,13148.0,,73.75,,,,1.0,1.0,,,,,Amarillo
594,DLHID1462,PISCICOLA TEZONTEPEC DE ALDAMA (RT-2A),AGUAS DEL VALLE DE MEXICO,HIDALGO,TEZONTEPEC DE ALDAMA,RIO TULA,RIO TULA,LOTICO,RIO,-99.28088,20.1946,2019,12.78,52.88,32.0,1500.0,1500.0,,63.5,,,,1.0,1.0,,,,,Rojo
595,DLHID1469,TLACOTEPEC,GOLFO NORTE,HIDALGO,METZTITLAN,RIO METZTITLAN 2,RIO METZTITLAN,LOTICO,RIO,-98.82925,20.65081,2019,2.0,10.0,24.0,420.0,20.0,,125.8,,,,1.0,1.0,,,,,Verde
596,DLHID1470,RIO CHINAMECA,GOLFO NORTE,HIDALGO,XOCHICOATLAN,RIO LOS HULES,RIO CHINAMECA,LOTICO,RIO,-98.64994,20.75222,2019,2.0,21.63,10.0,98.0,20.0,,102.0,,,,1.0,1.0,,,,,Verde
597,DLHID1473,MANANTIAL DE LA LAGUNA DE HUEYAPAN,GOLFO NORTE,HIDALGO,CUAUTEPEC DE HINOJOSA,RIO GRANDE DE TULANCINGO,LAGUNA DE HUEYAPAN,LENTICO,LAGO,-98.28221,20.02808,2019,5.22,37.44,12.0,3.0,3.0,,,96.5,,,,,1.0,,1.0,,Verde
598,DLHID1474,RIO SAN LORENZO 3,GOLFO NORTE,HIDALGO,CUAUTEPEC DE HINOJOSA,RIO GRANDE DE TULANCINGO,RIO SAN LORENZO,LOTICO,RIO,-98.30894,20.02255,2019,,,20.0,930.0,930.0,,81.3,,,,1.0,1.0,,,,,Amarillo
599,DLHID1478,COLONIA 28 DE MAYO TULANCINGO,GOLFO NORTE,HIDALGO,TULANCINGO DE BRAVO,RIO GRANDE DE TULANCINGO,RIO TULANCINGO,LOTICO,RIO,-98.37687,20.17434,2019,342.14,717.68,68.0,24000.0,24000.0,,10.0,,,,1.0,12.799,,,,,Rojo
600,DLHID1479,PRESA OMILTEMETL 1,GOLFO CENTRO,HIDALGO,ACAXOCHITLAN,RIO CAZONES,PRESA OMILTEMETL,LENTICO (HUMEDAL),PRESA,-98.1358,20.15736,2019,2.61,19.64,10.0,3.0,3.0,,,68.3,,,,,1.0,,1.0,,Verde
601,DLHID1480,LAGUNA DE TEJOCOTAL 1,GOLFO CENTRO,HIDALGO,ACAXOCHITLAN,RIO CAZONES,HUMEDAL DE LA LAGUNA DE TEJOCOTAL,LENTICO (HUMEDAL),LAGO,-98.12936,20.1352,2019,2.33,32.5,10.0,3.0,3.0,,,65.7,55.6,,,,1.0,1.0,1.0,1.0,Verde
602,DLHID1481,LAGUNA DE TEJOCOTAL 2,GOLFO CENTRO,HIDALGO,ACAXOCHITLAN,RIO CAZONES,HUMEDAL DE LA LAGUNA DE TEJOCOTAL,LENTICO (HUMEDAL),LAGO,-98.14241,20.12749,2019,3.67,26.43,10.0,3.0,3.0,,,64.3,59.7,,,,1.0,1.0,1.0,1.0,Verde
603,DLHID1482,PRESA OMILTEMETL 2,GOLFO CENTRO,HIDALGO,ACAXOCHITLAN,RIO CAZONES,PRESA OMILTEMETL (VERTEDOR),LENTICO (HUMEDAL),PRESA,-98.1394,20.17025,2019,3.75,10.36,10.0,3.0,3.0,,,67.3,64.8,60.2,,,1.0,1.0,1.0,1.0,Verde
604,DLHID1483,LA ISLETA LAGUNA DE TECOCOMULCO,GOLFO NORTE,HIDALGO,CUAUTEPEC DE HINOJOSA,TOCHAC-TECOCOMULCO,LAGO DE TECOCOMULCO,LENTICO (HUMEDAL),LAGO,-98.36839,19.86751,2019,28.2,49.14,60.0,3.0,3.0,,,,,,,,1.0,,1.0,,Rojo
605,DLHID1484,THALIMEDES LAGUNA TECOCOMULCO,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEAPULCO,TOCHAC-TECOCOMULCO,LAGO DE TECOCOMULCO,LENTICO (HUMEDAL),LAGO,-98.39119,19.86899,2019,26.94,27.61,64.0,3.0,3.0,,,10.0,,,,,1.0,,1.0,,Amarillo
606,DLHID1485,TULTENGO LAGUNA DE TECOCOMULCO,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEAPULCO,TOCHAC-TECOCOMULCO,LAGO DE TECOCOMULCO,LENTICO (HUMEDAL),LAGO,-98.39931,19.84471,2019,25.14,31.82,48.0,3.0,3.0,,,10.0,,,,,1.0,,1.0,,Amarillo
607,DLHID1489,MANGUANI,GOLFO NORTE,HIDALGO,TECOZAUTLA,RIO  SAN JUAN 2,RIO SAN JUAN,LOTICO,RIO,-99.65391,20.60205,2019,5.92,16.72,10.0,1860.0,31.0,,94.7,,,,1.0,1.0,,,,,Amarillo
608,DLHID1490,PRESA LA ESTANZUELA 1,GOLFO NORTE,HIDALGO,MINERAL DEL CHICO,RIO ACTOPAN,PRESA LA ESTANZUELA,LENTICO,PRESA,-98.75667,20.16492,2019,4.7,12.48,10.0,41.0,10.0,,,119.0,76.2,10.0,,,1.0,1.0,1.0,1.0,Amarillo
609,DLHID1491,RH26-3 PANUCO,GOLFO NORTE,HIDALGO,TECOZAUTLA,RIO  SAN JUAN 2,RIO SAN JUAN,LOTICO,RIO,-99.69259,20.58118,2019,4.56,57.33,12.5,14136.0,9804.0,,65.2,,,,1.0,1.0,,,,,Rojo
610,DLHID1492,PRESA ZIMAPAN 3,GOLFO NORTE,HIDALGO,ZIMAPAN,EMBALSE ZIMAPAN,PRESA ZIMAPAN,LENTICO,PRESA,-99.5012,20.66189,2019,2.0,16.64,10.0,3.0,3.0,,,66.9,53.3,44.2,,,1.0,1.0,1.0,1.0,Verde
611,DLHID1493,PRESA ZIMAPAN 4,GOLFO NORTE,HIDALGO,ZIMAPAN,EMBALSE ZIMAPAN,PRESA ZIMAPAN,LENTICO,PRESA,-99.47875,20.63485,2019,2.0,21.63,10.0,3.0,3.0,,,68.6,57.7,46.2,,,1.0,1.0,1.0,1.0,Verde
612,DLHID1494,RH26-7 PANUCO,GOLFO NORTE,HIDALGO,TASQUILLO,RIO TULA,RIO TULA,LOTICO,RIO,-99.368,20.58547,2019,5.78,36.14,34.0,15531.0,12997.0,,97.0,,,,1.0,1.0,,,,,Amarillo
613,DLHID1495,RIO TULA (PUENTE DE FIERRO),AGUAS DEL VALLE DE MEXICO,HIDALGO,TASQUILLO,RIO TULA,RIO TULA,LOTICO,RIO,-99.34621,20.5754,2019,6.52,16.72,18.0,14136.0,11199.0,,99.0,,,,1.0,1.0,,,,,Amarillo
614,DLHID1508,LAGUNA DE METZTITLAN 2,GOLFO NORTE,HIDALGO,METZTITLAN,RIO METZTITLAN 2,RIO METZTITLAN,LENTICO (HUMEDAL),LAGO,-98.87022,20.68757,2019,2.0,13.31,27.74,20.0,3.0,,,119.3,,81.9,,,1.0,1.0,1.0,1.0,Verde
615,DLHID1509,LAGUNA DE METZTITLAN 1,GOLFO NORTE,HIDALGO,METZTITLAN,RIO METZTITLAN 2,RIO METZTITLAN,LENTICO (HUMEDAL),LAGO,-98.86408,20.68176,2019,4.62,13.31,33.6,265.0,41.0,,,81.8,,,,,1.0,1.0,1.0,1.0,Verde
616,DLHID1513,LAS ADJUNTAS 1,GOLFO NORTE,HIDALGO,ZIMAPAN,RIO MOCTEZUMA 1,RIO MOCTEZUMA,LOTICO,RIO,-99.44553,20.86451,2019,2.0,15.05,10.0,439.0,3.0,,102.6,,,,1.0,1.0,,,,,Verde
617,DLHID1517M1,LAGO AZUL SAN MIGUEL REGLA,GOLFO NORTE,HIDALGO,HUASCA DE OCAMPO,RIO METZTITLAN 1,LAGOS DE SAN MIGUEL REGLA,LENTICO,LAGO,-98.55999,20.22143,2019,19.62,44.93,36.0,3.0,3.0,,,76.4,76.3,,,,1.0,1.0,1.0,1.0,Rojo
618,DLHID5498,JARAMILLO 1,AGUAS DEL VALLE DE MEXICO,HIDALGO,PACHUCA DE SOTO,RIo de Las Avenidas de Pachuca,PRESA JARAMILLO,LENTICO,PRESA,-98.7315,20.17222,2019,8.84,19.14,12.0,3.0,3.0,,,112.2,89.2,30.6,,,1.0,1.0,1.0,1.0,Verde
619,DLHID6456,PRESA ENDHO 4,AGUAS DEL VALLE DE MEXICO,HIDALGO,TULA DE ALLENDE,PRESA ENDHO,PRESA ENDHO,LENTICO,PRESA,-99.34836,20.07715,2019,41.87,111.39,80.0,140.0,140.0,,,,19.3,,,,1.0,1.0,1.0,1.0,Rojo
620,DLHID6462,PRESA ENDHO 3,AGUAS DEL VALLE DE MEXICO,HIDALGO,TULA DE ALLENDE,PRESA ENDHO,PRESA ENDHO,LENTICO,PRESA,-99.35816,20.12629,2019,52.71,299.75,56.0,110.0,110.0,,,53.3,45.7,,,,1.0,1.0,1.0,1.0,Rojo
621,DLHID6464,PRESA ENDHO 2,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPETITLAN,PRESA ENDHO,PRESA ENDHO,LENTICO,PRESA,-99.36493,20.1451,2019,60.0,150.6,98.0,3.0,3.0,,,98.0,86.0,71.4,,,1.0,1.0,1.0,1.0,Rojo
622,DLHID6466,PRESA ENDHO 1,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPETITLAN,PRESA ENDHO,PRESA ENDHO,LENTICO,PRESA,-99.3606,20.15304,2019,50.76,115.37,32.0,3.0,3.0,,,98.1,82.8,,,,1.0,1.0,1.0,1.0,Rojo
623,DLMIC1524,DESEMBOCADURA RIO BALSAS,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,DESEMBOCADURA IZQUIERDA,LOTICO - COSTERO (HUMEDAL),ESTUARIO,-102.1567,17.92445,2019,,,10.0,420.0,,36.995,,78.7,51.15,38.05,,,,,1.0,1.0,Verde
624,DLMIC1526W1,BOCANA,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,ESTUARIO DEL RIO BALSAS,LOTICO - COSTERO (HUMEDAL),ESTUARIO,-102.17419,17.93068,2019,,,10.0,1593.5,,166.995,,69.25,50.55,37.65,,,,,1.0,1.0,Amarillo
625,DLMIC1527,RIO BALSAS 1,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,RIO BALSAS 1,LOTICO - COSTERO,DESCARGA,-102.18146,17.93168,2019,,,101.995,12823.0,,254.5,,68.45,45.9,36.05,,,,,1.0,1.0,Rojo
626,DLMIC1528,"ARCELORMITTAL LAS TRUCHAS, S.A. DE C.V. ( (A) AGUAS ARRIBA)",BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,ESTERO EL CAROLINO,LOTICO - COSTERO (HUMEDAL),RIO,-102.18831,17.95416,2019,2.0,54.36485,10.0,15948.5,7691.0,,62.35,,,,1.69,1.0,,,,,Rojo
627,DLMIC1529,"ARCELORMITTAL LAS TRUCHAS, S.A. DE C.V. ((A) AGUAS ABAJO)",BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,ESTERO EL CAROLINO,LOTICO - COSTERO (HUMEDAL),DESCARGA INDUSTRIAL,-102.18921,17.94963,2019,2.0,33.4275,10.0,4166.0,236.0,,57.0,,,,1.0,1.0,,,,,Amarillo
628,DLMIC1530,RIO BALSAS PUENTE IGNACIO CHAVEZ,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,ESTERO EL CAROLINO,LOTICO (HUMEDAL),RIO,-102.17565,17.99201,2019,5.22,10.0,10.0,1536.0,31.995,,93.95,,,,1.0,1.0,,,,,Amarillo
629,DLMIC1532,DESCARGA FERTINAL,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,ESTUARIO DEL RIO BALSAS,COSTERO,ESTUARIO,-102.16199,17.92083,2019,,,12.5,52.0,,3.0,,101.9,77.6,56.4,,,,,1.0,1.0,Verde
630,DLMIC1534,"ARCELORMITTAL LAZARO CARDENAS, S.A. DE C.V. II",BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,ESTERO EL CAROLINO,LOTICO - COSTERO (HUMEDAL),RIO,-102.18741,17.94129,2019,2.0,47.9762,10.0,13076.0,134.0,3.0,77.6,56.9,,,1.0,1.0,,,,,Rojo
631,DLMIC1541M1,LAGUNA COSTERA EL CAIMAN 2,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,LAGUNA COSTERA EL CAIMAN,LENTICO (HUMEDAL),LAGUNA,-102.2226,17.94775,2019,,,16.5,24196.0,24196.0,,,20.4,,,,,1.0,,1.0,1.0,Amarillo
632,DLMIC1545,DESEMBOCADURA RIO CARRIZAL DE ARTEAGA 2,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO ACAPILCAN,TRANSICION RIO - MAR,LOTICO - COSTERO,ESTERO,-102.37526,17.98857,2019,2.0,10.0,10.0,12707.0,5548.5,,84.8,,,,1.0,1.0,,,,,Amarillo
633,DLMIC1546W1,DESEMBOCADURA RIO CARRIZAL DE ARTEAGA,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,,TRANSICION RIO - MAR,COSTERO,ESTERO,-102.37853,17.98233,2019,,,10.0,3.0,,40.0,,98.9,,96.3,,,,,1.0,1.0,Verde
